,county,year,unemployment
708,"Decatur County, IN",1990,4.2
709,"DeKalb County, IN",1990,6.0
710,"Delaware County, IN",1990,5.6
711,"Dubois County, IN",1990,3.2
712,"Elkhart County, IN",1990,5.5
713,"Fayette County, IN",1990,13.1
714,"Floyd County, IN",1990,5.0
715,"Fountain County, IN",1990,6.5
716,"Franklin County, IN",1990,8.2
717,"Fulton County, IN",1990,4.9
718,"Gibson County, IN",1990,6.4
719,"Grant County, IN",1990,7.8
720,"Greene County, IN",1990,8.2
721,"Hamilton County, IN",1990,2.2
722,"Hancock County, IN",1990,3.1
723,"Harrison County, IN",1990,5.3
724,"Hendricks County, IN",1990,2.4
725,"Henry County, IN",1990,9.2
726,"Howard County, IN",1990,7.2
727,"Huntington County, IN",1990,5.1
728,"Jackson County, IN",1990,6.3
729,"Jasper County, IN",1990,6.5
730,"Jay County, IN",1990,8.2
731,"Jefferson County, IN",1990,6.8
732,"Jennings County, IN",1990,5.6
733,"Johnson County, IN",1990,3.0
734,"Knox County, IN",1990,7.4
735,"Kosciusko County, IN",1990,3.8
736,"LaGrange County, IN",1990,6.2
737,"Lake County, IN",1990,6.4
738,"LaPorte County, IN",1990,5.4
739,"Lawrence County, IN",1990,9.6
740,"Madison County, IN",1990,6.0
741,"Marion County, IN",1990,3.7
742,"Marshall County, IN",1990,5.3
743,"Martin County, IN",1990,6.3
744,"Miami County, IN",1990,6.2
745,"Monroe County, IN",1990,3.2
746,"Montgomery County, IN",1990,3.6
747,"Morgan County, IN",1990,4.2
748,"Newton County, IN",1990,4.5
749,"Noble County, IN",1990,7.9
750,"Ohio County, IN",1990,8.0
751,"Orange County, IN",1990,11.3
752,"Owen County, IN",1990,5.6
753,"Parke County, IN",1990,6.1
754,"Perry County, IN",1990,9.5
755,"Pike County, IN",1990,6.7
756,"Porter County, IN",1990,4.0
757,"Posey County, IN",1990,4.7
758,"Pulaski County, IN",1990,6.2
759,"Putnam County, IN",1990,5.0
760,"Randolph County, IN",1990,10.1
761,"Ripley County, IN",1990,5.8
762,"Rush County, IN",1990,6.6
763,"St. Joseph County, IN",1990,5.8
764,"Scott County, IN",1990,8.5
765,"Shelby County, IN",1990,5.7
766,"Spencer County, IN",1990,6.4
767,"Starke County, IN",1990,7.3
768,"Steuben County, IN",1990,5.6
769,"Sullivan County, IN",1990,7.1
770,"Switzerland County, IN",1990,7.9
771,"Tippecanoe County, IN",1990,2.7
772,"Tipton County, IN",1990,5.7
773,"Union County, IN",1990,8.0
774,"Vanderburgh County, IN",1990,5.5
775,"Vermillion County, IN",1990,6.5
776,"Vigo County, IN",1990,5.0
777,"Wabash County, IN",1990,6.3
778,"Warren County, IN",1990,4.7
779,"Warrick County, IN",1990,4.6
780,"Washington County, IN",1990,6.8
781,"Wayne County, IN",1990,8.7
782,"Wells County, IN",1990,4.5
783,"White County, IN",1990,5.9
784,"Whitley County, IN",1990,5.9
785,"Adair County, IA",1990,2.5
786,"Adams County, IA",1990,3.8
787,"Allamakee County, IA",1990,5.7
788,"Appanoose County, IA",1990,6.9
789,"Audubon County, IA",1990,3.4
790,"Benton County, IA",1990,5.3
791,"Black Hawk County, IA",1990,5.9
792,"Boone County, IA",1990,4.3
793,"Bremer County, IA",1990,3.8
794,"Buchanan County, IA",1990,5.6
795,"Buena Vista County, IA",1990,2.7
796,"Butler County, IA",1990,4.7
797,"Calhoun County, IA",1990,2.4
798,"Carroll County, IA",1990,4.2
799,"Cass County, IA",1990,5.6
800,"Cedar County, IA",1990,2.8
801,"Cerro Gordo County, IA",1990,5.4
802,"Cherokee County, IA",1990,2.8
803,"Chickasaw County, IA",1990,6.2
804,"Clarke County, IA",1990,5.1
805,"Clay County, IA",1990,2.4
806,"Clayton County, IA",1990,5.6
807,"Clinton County, IA",1990,6.0
808,"Crawford County, IA",1990,5.8
809,"Dallas County, IA",1990,3.6
810,"Davis County, IA",1990,3.7
811,"Decatur County, IA",1990,6.4
812,"Delaware County, IA",1990,4.7
813,"Des Moines County, IA",1990,5.4
814,"Dickinson County, IA",1990,3.4
815,"Dubuque County, IA",1990,6.1
816,"Emmet County, IA",1990,5.8
817,"Fayette County, IA",1990,4.3
818,"Floyd County, IA",1990,5.5
819,"Franklin County, IA",1990,4.1
820,"Fremont County, IA",1990,3.6
821,"Greene County, IA",1990,5.1
822,"Grundy County, IA",1990,2.6
823,"Guthrie County, IA",1990,3.9
824,"Hamilton County, IA",1990,4.9
825,"Hancock County, IA",1990,6.0
826,"Hardin County, IA",1990,4.8
827,"Harrison County, IA",1990,4.1
828,"Henry County, IA",1990,3.6
829,"Howard County, IA",1990,4.0
830,"Humboldt County, IA",1990,3.2
831,"Ida County, IA",1990,2.5
832,"Iowa County, IA",1990,2.6
833,"Jackson County, IA",1990,6.7
834,"Jasper County, IA",1990,3.6
835,"Jefferson County, IA",1990,4.3
836,"Johnson County, IA",1990,3.2
837,"Jones County, IA",1990,4.9
838,"Keokuk County, IA",1990,4.6
839,"Kossuth County, IA",1990,4.5
840,"Lee County, IA",1990,6.6
841,"Linn County, IA",1990,5.7
842,"Louisa County, IA",1990,4.6
843,"Lucas County, IA",1990,6.2
844,"Lyon County, IA",1990,2.2
845,"Madison County, IA",1990,4.4
846,"Mahaska County, IA",1990,4.0
847,"Marion County, IA",1990,3.8
848,"Marshall County, IA",1990,3.4
849,"Mills County, IA",1990,3.6
850,"Mitchell County, IA",1990,4.0
851,"Monona County, IA",1990,3.6
852,"Monroe County, IA",1990,5.5
853,"Montgomery County, IA",1990,4.6
854,"Muscatine County, IA",1990,5.0
855,"O'Brien County, IA",1990,2.2
856,"Osceola County, IA",1990,3.0
857,"Page County, IA",1990,4.9
858,"Palo Alto County, IA",1990,3.8
859,"Plymouth County, IA",1990,3.1
860,"Pocahontas County, IA",1990,2.2
861,"Polk County, IA",1990,3.3
862,"Pottawattamie County, IA",1990,4.0
863,"Poweshiek County, IA",1990,4.6
864,"Ringgold County, IA",1990,4.1
865,"Sac County, IA",1990,4.1
866,"Scott County, IA",1990,4.4
867,"Shelby County, IA",1990,4.2
868,"Sioux County, IA",1990,2.8
869,"Story County, IA",1990,3.8
870,"Tama County, IA",1990,4.5
871,"Taylor County, IA",1990,3.7
872,"Union County, IA",1990,5.1
873,"Van Buren County, IA",1990,3.5
874,"Wapello County, IA",1990,6.1
875,"Warren County, IA",1990,2.8
876,"Washington County, IA",1990,2.8
877,"Wayne County, IA",1990,2.9
878,"Webster County, IA",1990,5.2
879,"Winnebago County, IA",1990,8.0
880,"Winneshiek County, IA",1990,5.7
881,"Woodbury County, IA",1990,4.5
882,"Worth County, IA",1990,6.6
883,"Wright County, IA",1990,3.6
884,"Allen County, KS",1990,5.8
885,"Anderson County, KS",1990,5.8
886,"Atchison County, KS",1990,6.2
887,"Barber County, KS",1990,2.2
888,"Barton County, KS",1990,3.3
889,"Bourbon County, KS",1990,5.5
890,"Brown County, KS",1990,3.7
891,"Butler County, KS",1990,3.4
892,"Chase County, KS",1990,5.9
893,"Chautauqua County, KS",1990,4.1
894,"Cherokee County, KS",1990,7.8
895,"Cheyenne County, KS",1990,0.9
896,"Clark County, KS",1990,1.1
897,"Clay County, KS",1990,3.5
898,"Cloud County, KS",1990,3.9
899,"Coffey County, KS",1990,5.2
900,"Comanche County, KS",1990,1.4
901,"Cowley County, KS",1990,6.3
902,"Crawford County, KS",1990,6.4
903,"Decatur County, KS",1990,2.3
904,"Dickinson County, KS",1990,3.7
905,"Doniphan County, KS",1990,7.0
906,"Douglas County, KS",1990,4.7
907,"Edwards County, KS",1990,2.1
908,"Elk County, KS",1990,3.7
909,"Ellis County, KS",1990,3.4
910,"Ellsworth County, KS",1990,2.6
911,"Finney County, KS",1990,3.0
912,"Ford County, KS",1990,2.9
913,"Franklin County, KS",1990,5.9
914,"Geary County, KS",1990,7.6
915,"Gove County, KS",1990,1.4
916,"Graham County, KS",1990,2.2
917,"Grant County, KS",1990,2.2
918,"Gray County, KS",1990,2.1
919,"Greeley County, KS",1990,1.7
920,"Greenwood County, KS",1990,4.7
921,"Hamilton County, KS",1990,1.0
922,"Harper County, KS",1990,2.3
923,"Harvey County, KS",1990,3.1
924,"Haskell County, KS",1990,2.4
925,"Hodgeman County, KS",1990,1.4
926,"Jackson County, KS",1990,5.9
927,"Jefferson County, KS",1990,5.0
928,"Jewell County, KS",1990,2.1
929,"Johnson County, KS",1990,2.9
930,"Kearny County, KS",1990,2.6
931,"Kingman County, KS",1990,3.4
932,"Kiowa County, KS",1990,1.6
933,"Labette County, KS",1990,7.0
934,"Lane County, KS",1990,1.6
935,"Leavenworth County, KS",1990,5.0
936,"Lincoln County, KS",1990,3.9
937,"Linn County, KS",1990,8.4
938,"Logan County, KS",1990,1.7
939,"Lyon County, KS",1990,4.9
940,"McPherson County, KS",1990,2.9
941,"Marion County, KS",1990,2.8
942,"Marshall County, KS",1990,1.9
943,"Meade County, KS",1990,1.7
944,"Miami County, KS",1990,4.9
945,"Mitchell County, KS",1990,3.0
946,"Montgomery County, KS",1990,6.0
947,"Morris County, KS",1990,3.4
948,"Morton County, KS",1990,1.8
949,"Nemaha County, KS",1990,1.5
950,"Neosho County, KS",1990,4.5
951,"Ness County, KS",1990,1.8
952,"Norton County, KS",1990,1.7
953,"Osage County, KS",1990,6.7
954,"Osborne County, KS",1990,1.6
955,"Ottawa County, KS",1990,4.9
956,"Pawnee County, KS",1990,2.1
957,"Phillips County, KS",1990,1.8
958,"Pottawatomie County, KS",1990,5.0
959,"Pratt County, KS",1990,2.9
960,"Rawlins County, KS",1990,1.7
961,"Reno County, KS",1990,4.4
962,"Republic County, KS",1990,1.4
963,"Rice County, KS",1990,3.1
964,"Riley County, KS",1990,4.1
965,"Rooks County, KS",1990,2.7
966,"Rush County, KS",1990,1.9
967,"Russell County, KS",1990,2.6
968,"Saline County, KS",1990,3.9
969,"Scott County, KS",1990,1.9
970,"Sedgwick County, KS",1990,4.2
971,"Seward County, KS",1990,4.1
972,"Shawnee County, KS",1990,4.8
973,"Sheridan County, KS",1990,1.3
974,"Sherman County, KS",1990,2.7
975,"Smith County, KS",1990,1.6
976,"Stafford County, KS",1990,2.3
977,"Stanton County, KS",1990,1.7
978,"Stevens County, KS",1990,1.8
979,"Sumner County, KS",1990,4.3
980,"Thomas County, KS",1990,3.2
981,"Trego County, KS",1990,1.7
982,"Wabaunsee County, KS",1990,3.8
983,"Wallace County, KS",1990,1.8
984,"Washington County, KS",1990,2.2
985,"Wichita County, KS",1990,1.7
986,"Wilson County, KS",1990,4.4
987,"Woodson County, KS",1990,3.1
988,"Wyandotte County, KS",1990,8.3
989,"Adair County, KY",1990,5.9
990,"Allen County, KY",1990,14.3
991,"Anderson County, KY",1990,3.5
992,"Ballard County, KY",1990,8.8
993,"Barren County, KY",1990,5.4
994,"Bath County, KY",1990,11.7
995,"Bell County, KY",1990,9.9
996,"Boone County, KY",1990,3.2
997,"Bourbon County, KY",1990,5.7
998,"Boyd County, KY",1990,6.2
999,"Boyle County, KY",1990,6.2
1000,"Bracken County, KY",1990,6.9
1001,"Breathitt County, KY",1990,10.9
1002,"Breckinridge County, KY",1990,6.6
1003,"Bullitt County, KY",1990,4.5
1004,"Butler County, KY",1990,10.7
1005,"Caldwell County, KY",1990,7.3
1006,"Calloway County, KY",1990,5.8
1007,"Campbell County, KY",1990,3.4
1008,"Carlisle County, KY",1990,8.1
1009,"Carroll County, KY",1990,4.4
1010,"Carter County, KY",1990,13.2
1011,"Casey County, KY",1990,5.1
1012,"Christian County, KY",1990,6.9
1013,"Clark County, KY",1990,6.8
1014,"Clay County, KY",1990,7.6
1015,"Clinton County, KY",1990,9.7
1016,"Crittenden County, KY",1990,8.7
1017,"Cumberland County, KY",1990,7.3
1018,"Daviess County, KY",1990,5.7
1019,"Edmonson County, KY",1990,9.2
1020,"Elliott County, KY",1990,13.7
1021,"Estill County, KY",1990,12.3
1022,"Fayette County, KY",1990,3.6
1023,"Fleming County, KY",1990,5.2
1024,"Floyd County, KY",1990,8.2
1025,"Franklin County, KY",1990,2.9
1026,"Fulton County, KY",1990,8.8
1027,"Gallatin County, KY",1990,4.6
1028,"Garrard County, KY",1990,6.2
1029,"Grant County, KY",1990,4.5
1030,"Graves County, KY",1990,10.7
1031,"Grayson County, KY",1990,8.7
1032,"Green County, KY",1990,4.7
1033,"Greenup County, KY",1990,6.3
1034,"Hancock County, KY",1990,8.8
1035,"Hardin County, KY",1990,6.2
1036,"Harlan County, KY",1990,9.3
1037,"Harrison County, KY",1990,4.8
1038,"Hart County, KY",1990,6.3
1039,"Henderson County, KY",1990,5.5
1040,"Henry County, KY",1990,3.6
1041,"Hickman County, KY",1990,7.3
1042,"Hopkins County, KY",1990,6.8
1043,"Jackson County, KY",1990,11.2
1044,"Jefferson County, KY",1990,5.2
1045,"Jessamine County, KY",1990,3.9
1046,"Johnson County, KY",1990,8.0
1047,"Kenton County, KY",1990,3.3
1048,"Knott County, KY",1990,9.4
1049,"Knox County, KY",1990,7.9
1050,"Larue County, KY",1990,5.5
1051,"Laurel County, KY",1990,7.0
1052,"Lawrence County, KY",1990,11.5
1053,"Lee County, KY",1990,10.3
1054,"Leslie County, KY",1990,8.1
1055,"Letcher County, KY",1990,9.4
1056,"Lewis County, KY",1990,9.5
1057,"Lincoln County, KY",1990,7.0
1058,"Livingston County, KY",1990,8.2
1059,"Logan County, KY",1990,5.8
1060,"Lyon County, KY",1990,7.6
1061,"McCracken County, KY",1990,4.9
1062,"McCreary County, KY",1990,15.0
1063,"McLean County, KY",1990,8.4
1064,"Madison County, KY",1990,6.1
1065,"Magoffin County, KY",1990,15.3
1066,"Marion County, KY",1990,5.8
1067,"Marshall County, KY",1990,7.7
1068,"Martin County, KY",1990,7.6
1069,"Mason County, KY",1990,4.2
1070,"Meade County, KY",1990,6.4
1071,"Menifee County, KY",1990,14.1
1072,"Mercer County, KY",1990,6.0
1073,"Metcalfe County, KY",1990,5.3
1074,"Monroe County, KY",1990,6.5
1075,"Montgomery County, KY",1990,10.8
1076,"Morgan County, KY",1990,10.1
1077,"Muhlenberg County, KY",1990,8.8
1078,"Nelson County, KY",1990,5.3
1079,"Nicholas County, KY",1990,5.6
1080,"Ohio County, KY",1990,8.4
1081,"Oldham County, KY",1990,3.0
1082,"Owen County, KY",1990,3.5
1083,"Owsley County, KY",1990,8.6
1084,"Pendleton County, KY",1990,3.9
1085,"Perry County, KY",1990,8.4
1086,"Pike County, KY",1990,7.7
1087,"Powell County, KY",1990,11.5
1088,"Pulaski County, KY",1990,8.7
1089,"Robertson County, KY",1990,5.0
1090,"Rockcastle County, KY",1990,10.0
1091,"Rowan County, KY",1990,9.0
1092,"Russell County, KY",1990,6.4
1093,"Scott County, KY",1990,4.4
1094,"Shelby County, KY",1990,2.8
1095,"Simpson County, KY",1990,6.3
1096,"Spencer County, KY",1990,3.4
1097,"Taylor County, KY",1990,4.2
1098,"Todd County, KY",1990,6.6
1099,"Trigg County, KY",1990,5.2
1100,"Trimble County, KY",1990,4.6
1101,"Union County, KY",1990,7.0
1102,"Warren County, KY",1990,7.1
1103,"Washington County, KY",1990,5.5
1104,"Wayne County, KY",1990,8.9
1105,"Webster County, KY",1990,6.3
1106,"Whitley County, KY",1990,7.9
1107,"Wolfe County, KY",1990,13.8
1108,"Woodford County, KY",1990,3.2
1109,"Acadia Parish, LA",1990,6.4
1110,"Allen Parish, LA",1990,9.8
1111,"Ascension Parish, LA",1990,6.5
1112,"Assumption Parish, LA",1990,6.6
1113,"Avoyelles Parish, LA",1990,9.7
1114,"Beauregard Parish, LA",1990,6.2
1115,"Bienville Parish, LA",1990,7.1
1116,"Bossier Parish, LA",1990,6.0
1117,"Caddo Parish, LA",1990,6.3
1118,"Calcasieu Parish, LA",1990,5.7
1119,"Caldwell Parish, LA",1990,7.8
1120,"Cameron Parish, LA",1990,4.1
1121,"Catahoula Parish, LA",1990,7.9
1122,"Claiborne Parish, LA",1990,5.9
1123,"Concordia Parish, LA",1990,10.3
1124,"De Soto Parish, LA",1990,8.4
1125,"East Baton Rouge Parish, LA",1990,4.8
1126,"East Carroll Parish, LA",1990,13.3
1127,"East Feliciana Parish, LA",1990,6.0
1128,"Evangeline Parish, LA",1990,7.3
1129,"Franklin Parish, LA",1990,8.1
1130,"Grant Parish, LA",1990,6.5
1131,"Iberia Parish, LA",1990,4.7
1132,"Iberville Parish, LA",1990,7.8
1133,"Jackson Parish, LA",1990,4.9
1134,"Jefferson Parish, LA",1990,5.6
1135,"Jefferson Davis Parish, LA",1990,6.7
1136,"Lafayette Parish, LA",1990,4.1
1137,"Lafourche Parish, LA",1990,4.1
1138,"LaSalle Parish, LA",1990,4.5
1139,"Lincoln Parish, LA",1990,5.0
1140,"Livingston Parish, LA",1990,7.0
1141,"Madison Parish, LA",1990,11.2
1142,"Morehouse Parish, LA",1990,8.5
1143,"Natchitoches Parish, LA",1990,8.1
1144,"Orleans Parish, LA",1990,7.1
1145,"Ouachita Parish, LA",1990,5.5
1146,"Plaquemines Parish, LA",1990,6.1
1147,"Pointe Coupee Parish, LA",1990,9.4
1148,"Rapides Parish, LA",1990,5.9
1149,"Red River Parish, LA",1990,8.2
1150,"Richland Parish, LA",1990,8.9
1151,"Sabine Parish, LA",1990,4.4
1152,"St. Bernard Parish, LA",1990,7.8
1153,"St. Charles Parish, LA",1990,6.1
1154,"St. Helena Parish, LA",1990,6.6
1155,"St. James Parish, LA",1990,7.9
1156,"St. John the Baptist Parish, LA",1990,8.0
1157,"St. Landry Parish, LA",1990,8.3
1158,"St. Martin Parish, LA",1990,5.6
1159,"St. Mary Parish, LA",1990,6.3
1160,"St. Tammany Parish, LA",1990,5.9
1161,"Tangipahoa Parish, LA",1990,9.3
1162,"Tensas Parish, LA",1990,7.4
1163,"Terrebonne Parish, LA",1990,4.4
1164,"Union Parish, LA",1990,6.1
1165,"Vermilion Parish, LA",1990,5.5
1166,"Vernon Parish, LA",1990,6.9
1167,"Washington Parish, LA",1990,8.3
1168,"Webster Parish, LA",1990,8.6
1169,"West Baton Rouge Parish, LA",1990,6.1
1170,"West Carroll Parish, LA",1990,11.8
1171,"West Feliciana Parish, LA",1990,6.8
1172,"Winn Parish, LA",1990,4.2
1173,"Androscoggin County, ME",1990,6.8
1174,"Aroostook County, ME",1990,6.9
1175,"Cumberland County, ME",1990,3.8
1176,"Franklin County, ME",1990,6.4
1177,"Hancock County, ME",1990,5.0
1178,"Kennebec County, ME",1990,4.5
1179,"Knox County, ME",1990,5.2
1180,"Lincoln County, ME",1990,3.5
1181,"Oxford County, ME",1990,7.0
1182,"Penobscot County, ME",1990,5.8
1183,"Piscataquis County, ME",1990,6.4
1184,"Sagadahoc County, ME",1990,3.5
1185,"Somerset County, ME",1990,6.9
1186,"Waldo County, ME",1990,7.3
1187,"Washington County, ME",1990,7.6
1188,"York County, ME",1990,4.8
1189,"Allegany County, MD",1990,11.0
1190,"Anne Arundel County, MD",1990,3.3
1191,"Baltimore County, MD",1990,4.6
1192,"Calvert County, MD",1990,3.5
1193,"Caroline County, MD",1990,4.3
1194,"Carroll County, MD",1990,3.6
1195,"Cecil County, MD",1990,9.9
1196,"Charles County, MD",1990,2.8
1197,"Dorchester County, MD",1990,7.3
1198,"Frederick County, MD",1990,4.0
1199,"Garrett County, MD",1990,9.4
1200,"Harford County, MD",1990,4.4
1201,"Howard County, MD",1990,2.5
1202,"Kent County, MD",1990,5.6
1203,"Montgomery County, MD",1990,2.4
1204,"Prince George's County, MD",1990,3.5
1205,"Queen Anne's County, MD",1990,3.4
1206,"St. Mary's County, MD",1990,4.2
1207,"Somerset County, MD",1990,14.9
1208,"Talbot County, MD",1990,2.9
1209,"Washington County, MD",1990,6.7
1210,"Wicomico County, MD",1990,6.7
1211,"Worcester County, MD",1990,8.2
1212,"Baltimore city, MD",1990,7.7
1213,"Barnstable County, MA",1990,7.4
1214,"Berkshire County, MA",1990,7.1
1215,"Bristol County, MA",1990,9.1
1216,"Dukes County, MA",1990,5.1
1217,"Essex County, MA",1990,6.7
1218,"Franklin County, MA",1990,5.2
1219,"Hampden County, MA",1990,6.6
1220,"Hampshire County, MA",1990,5.1
1221,"Middlesex County, MA",1990,5.1
1222,"Nantucket County/town, MA",1990,3.2
1223,"Norfolk County, MA",1990,5.1
1224,"Plymouth County, MA",1990,7.2
1225,"Suffolk County, MA",1990,6.1
1226,"Worcester County, MA",1990,7.0
1227,"Alcona County, MI",1990,13.0
1228,"Alger County, MI",1990,9.1
1229,"Allegan County, MI",1990,6.0
1230,"Alpena County, MI",1990,10.1
1231,"Antrim County, MI",1990,10.0
1232,"Arenac County, MI",1990,8.9
1233,"Baraga County, MI",1990,10.4
1234,"Barry County, MI",1990,6.2
1235,"Bay County, MI",1990,7.9
1236,"Benzie County, MI",1990,11.6
1237,"Berrien County, MI",1990,6.9
1238,"Branch County, MI",1990,7.2
1239,"Calhoun County, MI",1990,7.2
1240,"Cass County, MI",1990,7.2
1241,"Charlevoix County, MI",1990,8.3
1242,"Cheboygan County, MI",1990,11.9
1243,"Chippewa County, MI",1990,11.2
1244,"Clare County, MI",1990,10.6
1245,"Clinton County, MI",1990,6.3
1246,"Crawford County, MI",1990,6.6
1247,"Delta County, MI",1990,9.2
1248,"Dickinson County, MI",1990,7.4
1249,"Eaton County, MI",1990,5.9
1250,"Emmet County, MI",1990,9.3
1251,"Genesee County, MI",1990,9.4
1252,"Gladwin County, MI",1990,9.6
1253,"Gogebic County, MI",1990,8.1
1254,"Grand Traverse County, MI",1990,6.7
1255,"Gratiot County, MI",1990,8.8
1256,"Hillsdale County, MI",1990,8.5
1257,"Houghton County, MI",1990,7.4
1258,"Huron County, MI",1990,10.2
1259,"Ingham County, MI",1990,6.1
1260,"Ionia County, MI",1990,9.8
1261,"Iosco County, MI",1990,8.4
1262,"Iron County, MI",1990,8.8
1263,"Isabella County, MI",1990,6.1
1264,"Jackson County, MI",1990,7.0
1265,"Kalamazoo County, MI",1990,5.2
1266,"Kalkaska County, MI",1990,9.7
1267,"Kent County, MI",1990,5.6
1268,"Keweenaw County, MI",1990,14.8
1269,"Lake County, MI",1990,11.8
1270,"Lapeer County, MI",1990,10.2
1271,"Leelanau County, MI",1990,6.2
