,year,unemployment,state
1543,2018,3.8750000000000004,Alabama
1544,2019,2.9916666666666667,Alabama
1545,2020,6.1333333333333355,Alabama
1546,1990,7.233333333333334,Alaska
1547,1991,8.458333333333334,Alaska
1548,1992,8.916666666666668,Alaska
1549,1993,7.708333333333332,Alaska
1550,1994,7.566666666666667,Alaska
1551,1995,7.316666666666666,Alaska
1552,1996,7.583333333333333,Alaska
1553,1997,7.141666666666667,Alaska
1554,1998,6.358333333333333,Alaska
1555,1999,6.466666666666666,Alaska
1556,2000,6.358333333333333,Alaska
1557,2001,6.416666666666667,Alaska
1558,2002,7.3,Alaska
1559,2003,7.8166666666666655,Alaska
1560,2004,7.45,Alaska
1561,2005,6.883333333333334,Alaska
1562,2006,6.625000000000001,Alaska
1563,2007,6.3500000000000005,Alaska
1564,2008,6.708333333333335,Alaska
1565,2009,7.733333333333333,Alaska
1566,2010,7.874999999999999,Alaska
1567,2011,7.566666666666667,Alaska
1568,2012,7.133333333333333,Alaska
1569,2013,7.0,Alaska
1570,2014,6.866666666666666,Alaska
1571,2015,6.533333333333332,Alaska
1572,2016,6.858333333333334,Alaska
1573,2017,6.883333333333333,Alaska
1574,2018,6.45,Alaska
1575,2019,6.141666666666667,Alaska
1576,2020,8.316666666666668,Alaska
1577,1990,5.258333333333335,Arizona
1578,1991,5.966666666666666,Arizona
1579,1992,7.541666666666667,Arizona
1580,1993,6.408333333333332,Arizona
1581,1994,6.1499999999999995,Arizona
1582,1995,5.358333333333332,Arizona
1583,1996,5.566666666666667,Arizona
1584,1997,4.583333333333332,Arizona
1585,1998,4.324999999999999,Arizona
1586,1999,4.441666666666666,Arizona
1587,2000,3.9749999999999996,Arizona
1588,2001,4.775000000000001,Arizona
1589,2002,6.1000000000000005,Arizona
1590,2003,5.766666666666667,Arizona
1591,2004,5.041666666666665,Arizona
1592,2005,4.666666666666667,Arizona
1593,2006,4.2250000000000005,Arizona
1594,2007,3.8249999999999997,Arizona
1595,2008,6.141666666666666,Arizona
1596,2009,9.925,Arizona
1597,2010,10.35,Arizona
1598,2011,9.5,Arizona
1599,2012,8.333333333333334,Arizona
1600,2013,7.741666666666666,Arizona
1601,2014,6.8,Arizona
1602,2015,6.058333333333334,Arizona
1603,2016,5.375,Arizona
1604,2017,4.858333333333334,Arizona
1605,2018,4.741666666666666,Arizona
1606,2019,4.7,Arizona
1607,2020,7.833333333333335,Arizona
